regionId,regionName,date,percent
23,Moscow,2001-05-01T00:00:00,10.0490
23,Moscow,2001-06-01T00:00:00,10.0480
23,Moscow,2001-07-01T00:00:00,9.8200
23,Moscow,2001-08-01T00:00:00,10.3710
23,Moscow,2001-09-01T00:00:00,9.6840
23,Moscow,2001-10-01T00:00:00,9.3690
23,Moscow,2001-11-01T00:00:00,9.1560
23,Moscow,2001-12-01T00:00:00,9.1920
23,Moscow,2002-01-01T00:00:00,13.9330
23,Moscow,2002-02-01T00:00:00,17.5840
23,Moscow,2002-03-01T00:00:00,15.1490
23,Moscow,2002-04-01T00:00:00,14.5500
23,Moscow,2002-05-01T00:00:00,15.8270
23,Moscow,2002-06-01T00:00:00,14.9780
23,Moscow,2002-07-01T00:00:00,14.6180
23,Moscow,2002-08-01T00:00:00,15.1280
23,Moscow,2002-09-01T00:00:00,14.1330
23,Moscow,2002-10-01T00:00:00,12.4670
23,Moscow,2002-11-01T00:00:00,12.3330
23,Moscow,2002-12-01T00:00:00,13.6080
23,Moscow,2003-01-01T00:00:00,13.9510
23,Moscow,2003-02-01T00:00:00,13.1040
23,Moscow,2003-03-01T00:00:00,12.7370
23,Moscow,2003-04-01T00:00:00,12.1240
23,Moscow,2003-05-01T00:00:00,15.2570
23,Moscow,2003-06-01T00:00:00,10.9290
23,Moscow,2003-07-01T00:00:00,10.5940
23,Moscow,2003-08-01T00:00:00,10.7460
23,Moscow,2003-09-01T00:00:00,10.4110
23,Moscow,2003-10-01T00:00:00,12.2900
23,Moscow,2003-11-01T00:00:00,11.9030
23,Moscow,2003-12-01T00:00:00,11.2940
23,Moscow,2004-01-01T00:00:00,11.2780
23,Moscow,2004-02-01T00:00:00,10.9710
23,Moscow,2004-03-01T00:00:00,11.5900
23,Moscow,2004-04-01T00:00:00,10.9390
25,Yaroslavl Oblast,2001-01-01T00:00:00,30.1000
25,Yaroslavl Oblast,2001-02-01T00:00:00,29.0000
25,Yaroslavl Oblast,2001-03-01T00:00:00,26.8000
25,Yaroslavl Oblast,2001-04-01T00:00:00,26.8000
25,Yaroslavl Oblast,2001-05-01T00:00:00,27.2000
25,Yaroslavl Oblast,2001-06-01T00:00:00,28.7000
25,Yaroslavl Oblast,2001-07-01T00:00:00,26.9000
25,Yaroslavl Oblast,2001-08-01T00:00:00,27.1000
25,Yaroslavl Oblast,2001-09-01T00:00:00,25.7000
25,Yaroslavl Oblast,2001-10-01T00:00:00,26.1000
25,Yaroslavl Oblast,2001-11-01T00:00:00,26.8000
25,Yaroslavl Oblast,2001-12-01T00:00:00,25.6000
25,Yaroslavl Oblast,2002-01-01T00:00:00,25.2000
25,Yaroslavl Oblast,2002-02-01T00:00:00,24.9000
25,Yaroslavl Oblast,2002-03-01T00:00:00,25.8000
25,Yaroslavl Oblast,2002-04-01T00:00:00,26.0000
25,Yaroslavl Oblast,2002-05-01T00:00:00,25.8000
25,Yaroslavl Oblast,2002-06-01T00:00:00,27.3000
25,Yaroslavl Oblast,2002-07-01T00:00:00,26.3000
25,Yaroslavl Oblast,2002-08-01T00:00:00,26.0000
25,Yaroslavl Oblast,2002-09-01T00:00:00,29.7000
25,Yaroslavl Oblast,2002-10-01T00:00:00,24.7000
25,Yaroslavl Oblast,2002-11-01T00:00:00,24.7000
25,Yaroslavl Oblast,2002-12-01T00:00:00,23.6000
25,Yaroslavl Oblast,2003-01-01T00:00:00,23.8000
25,Yaroslavl Oblast,2003-02-01T00:00:00,23.5000
25,Yaroslavl Oblast,2003-03-01T00:00:00,23.4000
25,Yaroslavl Oblast,2003-04-01T00:00:00,23.0000
25,Yaroslavl Oblast,2003-05-01T00:00:00,22.7000
25,Yaroslavl Oblast,2003-06-01T00:00:00,22.6000
25,Yaroslavl Oblast,2003-07-01T00:00:00,21.7000
25,Yaroslavl Oblast,2003-08-01T00:00:00,21.8000
25,Yaroslavl Oblast,2003-09-01T00:00:00,20.0000
25,Yaroslavl Oblast,2003-10-01T00:00:00,19.7000
25,Yaroslavl Oblast,2003-11-01T00:00:00,20.0000
25,Yaroslavl Oblast,2003-12-01T00:00:00,19.6000
25,Yaroslavl Oblast,2004-01-01T00:00:00,20.3000
25,Yaroslavl Oblast,2004-02-01T00:00:00,18.4000
25,Yaroslavl Oblast,2004-03-01T00:00:00,18.7000
25,Yaroslavl Oblast,2004-04-01T00:00:00,18.4000
25,Yaroslavl Oblast,2004-05-01T00:00:00,17.6000
